certamen;origen;fecha;anio;cerveceria;cerveza_ganadora;estilo;premio;medalla_base;tipo_premio;subcategoria;ciudad;pais
Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Bosques;Lenga;West Coast Ipa;Bronce;Bronce;Beer;Style;Puerto Varas;Chile
World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Boston Beer Co.;Samuel Adams Utopias;Brett Beer;Bronce;Bronce;Beer;Style;Boston;EEUU
CCA Copa Cervezas America - Chile;Nacional;2016-09;2016;Boston Beer Co.;Samuel Adams Stony Brook Red;European Sour Ale;Oro;Oro;Beer;Style; - ;EEUU
CCA Copa Cervezas America - Chile;Nacional;2016-09;2016;Boston Beer Co.;Samuel Adams Stony Brook Red;Flanders Red Ale;Best Brew - Copa;Oro;Brew.;Cup; - ;EEUU
CCA Copa Cervezas America - Chile;Nacional;2016-09;2016;Boston Beer Co.;Samuel Adams Stony Brook Red;Flanders Red Ale;Best Brew - EEUU;Oro;Brew.;Pais; - ;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Boston Beer Co.;Samuel Adams Summer Ale;Fruit Wheat Beer;Bronce;Bronce;Beer;Style;Somerville;EEUU
CCA Copa Cervezas America - Chile;Nacional;2016-09;2016;Boston Beer Co.;Samuel Adams Irish Red;Irish Red Ale;Oro;Oro;Beer;Style; - ;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;Boston Beer Co.;Samuel Adams Irish Red;Old Ale or Strong Ale;Plata;Plata;Beer;Style;Boston;EEUU
CCA Copa Cervezas America - Chile;Nacional;2016-09;2016;Boston Beer Co.;Samuel Adams Whitewater IPA;Specialty IPA;Plata;Plata;Beer;Style; - ;EEUU
CCA Copa Cervezas America - Chile;Nacional;2016-09;2016;Boston Beer Co.;Samuel Adams Double Bock;Strong Ale;Oro;Oro;Beer;Style; - ;EEUU
CCA Copa Cervezas America - Chile;Nacional;2016-09;2016;Boston Beer Co.;Samuel Adams Utopias 2015;Wood Aged Beer;Bronce;Bronce;Beer;Style; - ;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Boston Beer Co.–Samuel Adams Brewing Co.;Just the Haze;Honey Beer;Plata;Plata;Beer;Style;Boston;EEUU
Brussels Beer Challenge;Bélgica;2019-10;2019;Boston Beer Company;Samuel Adams Boston Ale;Altbier;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2019-10;2019;Boston Beer Company;Samuel Adams Octoberfest;German  Marzen;Gold Medal;Oro;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2023-10;2023;Boston Beer Company;Samuel Adams OctoberFest;German  Marzen;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2018-10;2018;Boston Beer Company;Samuel Adams Rebel Rouser;Double Ipa;Silver Medal;Plata;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2023-10;2023;Boston Beer Company;Samuel Adams Gold Rush;IPA Alcohol-Free/Low;Silver Medal;Plata;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2018-10;2018;Boston Beer Company;Samuel Adams Pumpkin Ale;Pumpkin ale;Silver Medal;Plata;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2018-10;2018;Boston Beer Company;Samuel Adams Cream Stout;Sweet/Milk Stout;Silver Medal;Plata;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2019-10;2019;Boston Beer Company;Samuel Adams Cream Stout;Sweet/Milk Stout;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Bottle Logic Brewing;Darkstar November;Brett Beer;Plata;Plata;Beer;Style;Anaheim;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Bottle Logic Brewing;Cobaltic Porter;Light Lager;Plata;Plata;Beer;Style;Anaheim;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Boulder Beer Co.;Shake Chocolate Porter;Chocolate Beer;Oro;Oro;Beer;Style;Boulder;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Boulevard Brewing Co.;Tank 7 Farmhouse Ale;Historical Beer;Plata;Plata;Beer;Style;Kansas City;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Boulevard Brewing Co.;The Sixth Glass;Light Lager;Oro;Oro;Beer;Style;Kansas City;EEUU
Brussels Beer Challenge;Bélgica;2018-10;2018;Boulevard Brewing Company;Space Camper IPA;Double Ipa;Bronze Medal;;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2020-10;2020;Boulevard Brewing Company;Tank 7;Double Saison;Silver Medal;Plata;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2022-10;2022;Boulevard Brewing Company;Flying Start Non-Alcoholic IPA;IPA Alcohol-Free/Low;Silver Medal;Plata;Beer;BeerStyle;;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Boundary Bay Brewery;Old Bounder;Old Ale or Strong Ale;Plata;Plata;Beer;Style;Bellingham;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;Boundary Bay Brewery & Bistro;Old Bounder;Old Ale or Strong Ale;Bronce;Bronce;Beer;Style;Bellingham;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Boxing Bear Brewing Co.;Chocolate Milk Stout;Sweet Stout;Oro;Oro;Beer;Style;Albuquerque;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Boxing Cat Brewery;Ringside Red;Light Lager;Plata;Plata;Beer;Style;Shanghai;China
Brussels Beer Challenge;Bélgica;2019-10;2019;Boxing Cat Brewery;Tko Ipa;Pacific IPA;Bronze Medal;;Beer;BeerStyle;;China
Brussels Beer Challenge;Bélgica;2018-10;2018;Boxing Cat Brewery;Sangria Sour;Speciality beer: Italian Grape Ale;Silver Medal;Plata;Beer;BeerStyle;;China
Brussels Beer Challenge;Bélgica;2019-10;2019;Boxing Cat Brewery;Bromeo Hoppy Wheat;White IPA/Hoppy Weizen;Bronze Medal;Bronce;Beer;BeerStyle;;China
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Bozeman  Brewing Co.;Vieux Bois Lambic Inspired Ale w/ Cranberry & Raspberry;Belgian Fruit Beer;Plata;Plata;Beer;Style;Bozeman;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Bozeman Brewing Co.;Plum St. Porter;Robust Porter;Oro;Oro;Beer;Style;Bozeman;EEUU
CCA Copa Cervezas America - Chile;Nacional;2019-10;2019;Br Brew. Cervejaria;Ultima Gota;Rauchbier;Bronce;Bronce;Beer;Style;Brasil;Brasil
CCA Copa Cervezas America - Chile;Nacional;2019-10;2019;Br Brew. Cervejaria;Amigo da Onça;Session IPA;Bronce;Bronce;Beer;Style;Brasil;Brasil
Brussels Beer Challenge;Bélgica;2018-10;2018;Br. St. Bernard NV;St. Bernardus Tripel;Belgian Strong Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2018-10;2018;Br. St. Bernard NV;St. Bernardus Abt 12;Strong Dark Ale;Bronze Medal;;Beer;BeerStyle;;Bélgica
CCA Copa Cervezas America - Chile;Chile;2018-10;2018;Bragdy Jones&jenkins;Diodd Fain;Dark Mild;Bronce;Bronce;Beer;Style; - ;Argentina
CCA Copa Cervezas America - Chile;Chile;2018-10;2018;Bragdy Jones&jenkins;BWBI ALE;English IPA;Bronce;Bronce;Beer;Style; - ;Argentina
CCA Copa Cervezas America - Chile;Chile;2018-10;2018;Bragdy Jones&jenkins;Blasus;Kentucky Common;Oro;Oro;Beer;Style; - ;Argentina
CCA Copa Cervezas America - Chile;Nacional;2017-10;2017;Bragdy Jonesjenkins;blasus;Historical Beer;Plata;Plata;Beer;Style; - ;Argentina
Brussels Beer Challenge;Bélgica;2022-10;2022;Brand;Brand Pilsener;International Pilsner;Silver Medal;Plata;Beer;BeerStyle;;Países Bajos
Brussels Beer Challenge;Bélgica;2022-10;2022;Brand;Brand Dubbelbock;Winter Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Países Bajos
Brussels Beer Challenge;Bélgica;2021-10;2021;Brand Bierbrouwerij;Brand Winterbock;German  Eisbock;Gold Medal;Oro;Beer;BeerStyle;;Países Bajos
Brussels Beer Challenge;Bélgica;2021-10;2021;Brand Bierbrouwerij;Brand IPA 0.0;IPA Alcohol-free/low;Silver Medal;Plata;Beer;BeerStyle;;Países Bajos
Brussels Beer Challenge;Bélgica;2023-10;2023;Brand Bierbrouwerij B.V.;Brand IPA 0.0;IPA Alcohol-Free/Low;Bronze Medal;Bronce;Beer;BeerStyle;;Países Bajos
Brussels Beer Challenge;Bélgica;2018-10;2018;Brasimba;Castel;International Pilsner;Bronze Medal;Bronce;Beer;BeerStyle;;Congo
Brussels Beer Challenge;Bélgica;2019-10;2019;Brasimba;Castel;International Pilsner;Bronze Medal;Bronce;Beer;BeerStyle;;Congo
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Brass Foundry Brewing Co.;Bottom Bouncer Brown Ale;English Ale;Bronce;Bronce;Beer;Style;Minneapolis;EEUU
Brussels Beer Challenge;Bélgica;2019-10;2019;Brasserie 28;Caulier Blonde Gluten Free;Gluten Free;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2020-10;2020;Brasserie 28;28 Saison;Classic Saison;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;Brasserie 35;ZOZ #3 Golden;Other Strong Beer;Bronce;Bronce;Beer;Style;Turuçu;Brasil
Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie 3F;Dominicains Tripel;Belgian Strong Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie 3F;Dominicains triple;Belgian Tripel;Plata Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie 3F;Leopold 7 triple;Belgian Tripel;Bronce Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie 3F;Dominicains Dubbel;Dubbel Wit/ Imperial White;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2018-10;2018;Brasserie 3F;Dominicains Dubbel;DubbelWit/ Imperial White;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie 3F;Dominicains Dubbel;DubbelWit/ Imperial White;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie Alaryk;Alaryk Ambree Bio;American Amber Ale;Oro Medal;Oro;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie Alaryk;Alaryk India Pale Ale Bio;Double Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2018-10;2018;Brasserie Artisanale de Namur;HOUPPE;Bitter Blond/Golden Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2019-10;2019;Brasserie Artisanale de Namur;HOUPPE;Bitter Blond/Golden Ale;Bronze Medal;;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2018-10;2018;Brasserie Artisanale de Namur;Jambes en l'air;Light Bitter Blond/Golden Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2019-10;2019;Brasserie Atrium S.A.;Kofi;Sweet/Milk Stout;Bronze Medal;;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2019-10;2019;Brasserie au Baron;Noblesse Oblige;Classic Saison;Bronze Medal;Bronce;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie Bisaiguë;Marius Beer;GoseBest French Beer 2022;Best French Beer;Oro;Beer;BeerPais;;Francia
Brussels Beer Challenge;Bélgica;2024-10;2024;Brasserie Bougnat;Bougnat Session IPA;Session IPA;Silver Medal;Plata;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie Caracole SRL;Nostradamus;Strong Dark Ale;Plata Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie Castelain;CH'TI Originale Ambrée;American Amber Ale;Silver Medal;Plata;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2024-10;2024;Brasserie Castelain;Ch'ti Originale Ambrée;American Amber Ale;Gold Medal;Oro;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2024-10;2024;Brasserie Castelain;Ch'ti Originale Blonde;Bières de Garde;Bronze Medal;Bronce;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie Castelain;CH'TI Signature IPA;English IPA;Plata Medal;Plata;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2020-10;2020;Brasserie Caulier SRL;Paix Dieu;Belgian Strong Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie Caulier SRL;Bon Secours 4 Houblons;Belgian Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie Caulier SRL;Bon Secours Prestige;Belgian Tripel;Bronce Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie Caulier SRL;Paix Dieu;Belgian Tripel;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2020-10;2020;Brasserie Caulier SRL;Bon Secours Blonde;Strong Blonde;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie Caulier SRL;Bon Secours Tradition;Strong Blonde;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2018-10;2018;Brasserie de Bertinchamps;Bertinchamps Brune;Abbey Dubbel;Bronze Medal;;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2020-10;2020;Brasserie de Bertinchamps;Bertinchamps Légère;Bitter;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie de Bertinchamps;Bertinchamps Légère;Bitter;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie de Bertinchamps;Bertinchamps Légère;Bitter;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2020-10;2020;Brasserie de Brunehaut;Brunehaut Triple;Gluten Free;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2019-10;2019;Brasserie de Hosdent;Entre Nous Blonde;Speciality beer (Less than 7 ABV);Bronze Medal;;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie de l’Abbaye du Val-Dieu;Rader - The Belgian Gin Beer;Speciality beer (Higher than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie de l’Abbaye du Val-Dieu;Hoptimist;Strong/Extra Special Bitter;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie de la Mule;Brasserie de la Mule Lager;German  Pils;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2018-10;2018;Brasserie de la Plaine;Ras Alhague;Other Sour Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2019-10;2019;Brasserie de la Pleine Lune;Sabro Laser;Dark/Black IPA;Bronze Medal;Bronce;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2020-10;2020;Brasserie de la Pleine Lune;Marilune Moonroe;Dark/Dunkel (including Schwarzbier);Gold Medal;Oro;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie de la Pleine Lune;Aubeloun;Gluten Free;Bronce Medal;Bronce;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2019-10;2019;Brasserie de la Pleine Lune;Lager des étoiles;Hoppy Lager;Bronze Medal;;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie de la Pleine Lune;Ryeziskie;Smoked BeerBest French Beer 2023;Best French Beer;Oro;Beer;BeerPais;;Francia
Brussels Beer Challenge;Bélgica;2024-10;2024;Brasserie de la Senne;Bruxellensis;Brett Beer;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie de la Senne;Stouterik;Dry Stout;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie de la Senne;Stouterik;Dry Stout;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie de la Senne;Stouterik;Dry Stout;Plata Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie de la Senne;Zenne Pils;German  Pils;Plata Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie de la Senne;Bruxellensis;Hybrid;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie de la Senne;Crianza;Oud Rood (Flanders Red Ale);Oro Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2019-10;2019;Brasserie de la Vallee de Chevreuse;Volcelest Oatmeal Pale Ale;American Pale Ale;Gold Medal;Oro;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2019-10;2019;Brasserie de la Vallee de Chevreuse;Rotten Skull Prune Imperial Stout;Speciality beer (Higher than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie de l'Abbaye des Rocs;Black Rocs;American Stout;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie de l'Abbaye du Val-Dieu;Val-Dieu Cuvée 800;Best Bitter;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2019-10;2019;Brasserie de Silly;Silly Saison;Bières de Garde;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie de Silly;Enghien Blonde;Golden Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie de Silly;Silly Scotch;Speciality beer (Higher than 7 ABV);Oro Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2019-10;2019;Brasserie de Silly;Silly Scotch Pinot Barrel Aged;Wood/Barrel Aged Higher Than 10 ABV);Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie des Eaux Vives;La Bichette;Best Bitter;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2024-10;2024;Brasserie des Légendes;Hercule;Baltic Porter;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie des Légendes;Hercule;Baltic Porter;Plata Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2024-10;2024;Brasserie des Légendes;Bretty Boop;Brett Beer;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie des Légendes;Saison Voisin;Classic Saison;Bronce Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie des Sources;Bellerose;Double Saison;Silver Medal;Plata;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie des Sources;Bellerose;Double Saison;Gold Medal;Oro;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie des Sources;Bellerose Blonde;Double Saison;Oro Medal;Oro;Beer;BeerStyle;;Francia
World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;Brasserie des Sources;Soleils Amers Triple Brown Ale;Specialty Saison;Plata;Plata;Beer;Style;Saint Amand Les Eaux;Francia
Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie Deseveaux;Abbaye Saint-Ghislain Blonde;Golden Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2018-10;2018;Brasserie Deseveaux;Saison Avena;Classic Saison;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2019-10;2019;Brasserie Deseveaux;Saison Avena;Classic Saison;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie Docteur Gab's SA;DeLorean;Session IPA;Bronze Medal;Bronce;Beer;BeerStyle;;Suiza
World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Brasserie du Bocq;Gauloise Amber;Smoke Beer;Plata;Plata;Beer;Style;Purnode;Bélgica
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie du Bocq;Blanche de Namur IPA;White IPA/Hoppy WeizenBest Hoppy Beer 2025;Best Hoppy Beer;Oro;Beer;BeerPais;;Bélgica
Brussels Beer Challenge;Bélgica;2018-10;2018;Brasserie du Bocq;Blanche de Namur;Witbier;Bronze Medal;;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2019-10;2019;Brasserie du Bocq;Blanche de Namur;Witbier;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2020-10;2020;Brasserie du Bocq;Blanche de Namur;Witbier;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie du Bocq;Blanche de Namur;Witbier;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie du Castellet;Southern Mosaïc by BDC;English IPA;Bronze Medal;Bronce;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2024-10;2024;Brasserie du Castellet;Fada Triple;Honey Beer;Silver Medal;Plata;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie du Grand Mir;GrandMir Ambrée;American Amber Ale;Bronce Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie du Grand Mir;GrandMir Ambrée;American Amber Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie du Grand Mir;GrandMir Ambrée;Bières de Garde;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie du Grand Mir;GrandMir Ambrée;Bières de Garde;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie du Grand Mir;GrandMir Noire;Export Stout;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie du Grand Mir;GrandMir Noire;Export Stout;Plata Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie du Grand Mir;GrandMir Blonde;Light Bitter Blond/Golden Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie du Grand Mir;GrandMir Saison;Classic Saison;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2024-10;2024;Brasserie du Grand Paris;Bursting Sun;Cold Ipa;Silver Medal;Plata;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie du Mont Blanc;La Rousse;American Amber Ale;Plata Medal;Plata;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2020-10;2020;Brasserie du Mont Blanc;La Rousse du Mont Blanc;American Amber Ale;Silver Medal;Plata;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie du Mont Blanc;La Rousse du Mont Blanc;American Amber Ale;Silver Medal;Plata;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2024-10;2024;Brasserie du Mont Blanc;La Cristal ICE;Ice Lager;Gold Medal;Oro;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2018-10;2018;Brasserie du Mont Blanc;La Blonde;Light Bitter Blond/Golden Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie du Mont Blanc;La Blonde;Light Bitter Blond/Golden Ale;Gold Medal;Oro;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2020-10;2020;Brasserie du Mont Blanc;La Cristal IPA;Session IPA;Silver Medal;Plata;Beer;BeerStyle;;Francia
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Brasserie du Mont Blanc;Sylvanus Blonde;Specialty Saison;Bronce;Bronce;Beer;Style;La Motte-Servolex;Francia
Brussels Beer Challenge;Bélgica;2018-10;2018;Brasserie du Mont Blanc;La Blanche;Witbier;Gold Medal;Oro;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2020-10;2020;Brasserie du Mont Blanc;La Blanche du Mont Blanc;Witbier;Bronze Medal;Bronce;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2018-10;2018;Brasserie du Pavé;PVL Ambrée;American Amber Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Francia
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Brasserie du Pays Flamand;Anosteké Blonde;Specialty Saison;Oro;Oro;Beer;Style;Merville;Francia
Brussels Beer Challenge;Bélgica;2019-10;2019;Brasserie du Renard;La Brunette;Brown Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2020-10;2020;Brasserie du Renard;La Diablesse;Field beer;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie du Val de Sambre;Blanche de Charleroi BIO;Witbier;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie du Vieux Chemin Sàrl;Cougar;American Amber Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Suiza
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie Dubuisson;Lowa Trolls;Alcohol-free;Bronce Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2020-10;2020;Brasserie Dubuisson;Bush de Nuits;Wood/Barrel Aged Higher Than 10 ABV);Gold Medal;Oro;Beer;BeerStyle;;Bélgica
